"name","address","state","overview","theme","establishment_year","website","contact_info","admission_fee","timings","facilities"
"Shashwati Women’s Museum","NMKRV College for Women Jayanagar, Bangalore - 560041","Karnataka","The collection ranges from articles, art objects, kitchenware, artefacts, books, photographs etc. relating to women","Educational Museum","1982","","26637042, 26340116","Free","10:00 AM - 02:00 PM","Guided Tours, Library and School programmes"
"Hasta Shilpa Heritage Village Museum","Hasta Shilpa Heritage Village Museum, Alevoor - Manipal Road, Near Christ Church, Manipal - 576104","Karnataka","This Museum aims to restore and conserve the nation’s cultural wealth in the form of traditional buildings and objects of art, craft and other artefacts of aesthetic interest","Ethnographic Museum","1991","https://heritagevillagemanipal.org","08202574577, 9845229701, hastashilpatrust@gmail.com","","09:30 AM - 04:30 PM (Closed on Mondays)",""
"Museum and Cultural Hall","Near Radhakrishna temple, Sector 18, Nava Nagar, Bagalkote - 587103","Karnataka","The Museum depicts the cultures and traditions of Bagalkote and the surroundings through objects on display such as sculptures, coins, arms and armoury, textile and dioramas","Ethnographic Museum","","https://www.sutthonabanni.com","9632181006","Rs. 20. per head","10:30 AM - 07:30 PM","Videography, Wheelchair, Library and Cafeteria"
"Manipal Museum of Anatomy & Pathology (MAP)","Manipal Dr, Madhav Nagar, Manipal - 576104","Karnataka","The Museum houses well-preserved specimens of the human body from head to toe, and everything in between. It also displays a section on comparative Anatomy which houses the skeletons of various other animals, and carefully crafted models and charts augment the entire experience. The Museum also has a popular section on life-style related diseases, and their impact on the human body","Medical Museum","1954","https://manipal.edu","8022352828","Adults: Rs. 10 per head and Students: Rs. 5 per head","08:00 AM - 06:00 PM (Closed on Sundays)","Library, Film shows and Lectures"
"NIMHANS Brain Museum","Hosur Main Road, Sattar Layout, Lakkasandra, Laljinagar, Wilson Garden, Bengaluru - 560029","Karnataka","The Museum houses human brain samples, and live Neuroanatomy demonstrations. 32 fresh brain biopsy samples following epilepsy surgery were collected and stored only after taking the tissue for diagnostic works","Medical Museum","2015","https://nimhans.ac.in","8026995786","Free","10:00 AM - 04:30 PM (Closed on Mondays, Fridays, Saturdays and Sundays)","Library"
"Karnataka Government Museum and Venkatappa Art Gallery","Kasturba Road, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru - 560001","Karnataka","The Museum has a wide-ranging, rich collection, beautiful displays of ancient coins and artwork can be found here. Numerous artefacts from the Indus Valley, Mohenjodaro, Halebid, and Vijayanagar civilizations have also been preserved here. You will find artefacts here that date back over 5000 years. The Museum displays inscriptions, icons, paintings, South Indian jewellery, gorgeous stones, coins, miniature paintings, sculptures, textiles, and other objects","Multipurpose Museum","1865","https://bangaloretourism.in","8022864483","Rs. 20 per head","10:00 AM - 05:00 PM (Closed on Mondays)",""
"Aloyseum - St. Aloysius College Museum","St. Aloysius College Rd, Hampankatta, Mangaluru - 575003","Karnataka","The Museum houses eight exhibit halls where the inaugural exhibit features oddities including a Neolithic stone axe, fragments of the Berlin Wall, items from the Holy Land, a piece of polar rock, etc. The other, smaller display cases contain brass and bronze objects, a variety of lamps, African artefacts, vintage porcelain vases and plates, shells, and a wide assortment of cameras, ranging from early, primitive models to contemporary computerised ones, and rare stamps, financial notes from many nations, mineral specimens, and fossils are also dis played","Multipurpose Museum","1905","https://staloysius.edu.in","aloyseum@gmail.com","Adults: Rs. 10 per head and Children: Rs. 5 per head","09:00 AM - 05:00 PM",""
"Janapada Loka","Bangalore - Mysore Highway, State Highway 17, Ramanagar District, Doddamannugudde Forest - 562159","Karnataka","The Janapada Loka main campus is artistically embellished with tribal art designs and symbols that honour the folklore of the lovely state of Karnataka. The Loka Mahal, a two-story structure near to the main campus, is where dolls of statues of folk dancers who customarily perform Karnataka’s many folk dance genres are on display. There is also a large selection of Chau Masks, which are utilised in the characteristic tribal dance of Eastern India","Multipurpose Museum","1994","https://karnatakatourism.org","8023605033","Adults: Rs.10 per head and Children: Rs.5 per head","09:00 AM - 05:30 PM (Closed on Tuesdays and National Holidays)","Photography  SCIENCE MUSEUMS/CENTRES"
"Shrimat Parijnanashram Vastu Sangrahalaya","Shirali - 581354","Karnataka","The Museum houses collections such as bronze, stone sculptures, inscriptions and copperplate grants, coins, handicrafts, paintings and drawings","Multipurpose Museum","1973","https://chitrapurmath.ne","","Free","10:30 AM - 05:30 PM",""
"Karnataka Lok, Kannada University","Vidyaranya, Hospet, Hampi - 583276","Karnataka","","Multipurpose Museum","1996","https://kannadauniversity.org","8394241337","Free","Summers: 08:00 AM - 02:00 PM, Winters: 10:00 AM - 05:00 PM",""
"KSSRDI Silk Museum","Thalaghattapura, Kanakapura Rd, near NICE Ring Road, junction, Bengaluru - 560109","Karnataka","The Museum displays educational and scientific information, silk textiles and sericul ture exhibits","Multipurpose Museum","1986","https://kssrdi.karnataka.gov.in","8028435223","Free","09:30 AM - 05:00 PM (Closed on Sundays)",""
"Manjusha Museum","Dharmasthala - 574216","Karnataka","The Museum displays vast collections of jewellery, paintings, sculptures, cars, precious stones and other artefacts","Multipurpose Museum","1989","https://www.shridharmasthala.org","8256266666","Rs. 5 per head","09:00 AM - 05:30 PM","Library, 3D Theater, Computer hall and Photography THEMATIC/SPECIALISED MUSEUMS"
"Regional Museum of Natural History, Mysore","T.N. Pura Road, Siddhartha Nagar, Mysore - 570011","Karnataka","The Museum was built to create awareness among the public through exhibitions in galleries and various educational activities about nature, environment wildlife, and its conservation. The Museum has two galleries: Biological Diversity and Life Through the Ages. The discovery center at the Museum provides opportunities for visitors, especially children, to handle, examine and study specimens, and participate in creative activities such as painting, modelling and preparing animal masks and costumes","Natural History Museum","1995","https://nmnh.nic.in","8212447046","Free","10:00 AM - 06:00 PM (Closed on Mondays)","Guided Tours and Library"
"Karnataka Gandhi Smarak Nidhi","Gandhi Bhavan, Kumara Park East, Seshadripuram, Bengaluru - 560001","Karnataka","The Museum displays the picture gallery within memory and message of Gandhiji to the coming generation","Personalia Museum","1956","https://www.gandhismaraknidhicentral.org","08022373256, gandhibhavanbanglore@gmail.com","Free","10:00 AM - 05:00 PM (Closed on Sundays)","Photography"
"Tipu S ultan Museum, Srirangapatna","Srirangapatna - 571438","Karnataka","The Museum houses antiques used by Tipu Sultan and his family and is located in Tipu Sultan’s Summer Palace. The objects on display here include crowns, silver utensils, weaponry, and clothing worn by Tipu Sultan and Hyder Ali. The Museum has a number of paintings depicting significant figures and historical events, including a 200-year-old oil painting showing the storming of Srirangapatna","Personalia Museum","1959","https://karnatakatourism.org","08236252023, asisptmuseum@gmail.com","Rs. 5 per head","08:30 AM - 05:30 PM","Photography and Audio - Visual Experience"
"Mallikarjun Mansur Memorial Museum","Narayanpura, Dharwad - 580008","Karnataka","The Museum is set-up in the personal residence of Mallikarjun, where his personal objects and musical instruments are displayed","Personalia Museum","1998","","","","","Photography"
"R K Narayan’s House","16/2, 3rd Main Rd, Medar Block, Tilak Nagar, Mysuru - 570012","Karnataka","The house of R.K. Narayan is converted into a Museum which houses his personal memorabilia.","Personalia Museum","","","","Free","10:00 AM - 05:00 PM (Closed on Tuesdays)","Photography"
"Kempegowda Museum","Field Marshal Cariappa Road, Shanthala Nagar, Ashok Nagar, Bengaluru - 560001","Karnataka","The Museum is dedicated to the founder of Bangalore, Kempegowda. An interesting feature of the Museum is its glassed floor, which has a print of an 18th century map running all through it. The display throws light on the Yelahanka clan, their commerce, water systems, and religious paraphernalia, and the foundation of the city of Bangalore. There are old pictures of forts, temples, and other buildings that Kempegowda built during his reign","Personalia Museum","2011","","8022211782","Free","10:00 AM - 05:00 PM (Closed on Saturdays and Sundays)",""
"Visvesvaraya Industrial & Technical Museum","5216, Kasturba Road, Near Chinnaswamy Stadium, Ambedkar Veedhi, Bengaluru - 560001","Karnataka","The Museum houses working models of scientific and technological industrial artefacts. The Museum works for the development in Science and Technology and their application of human welfare","Science Museum","1965","https://www.vismuseum.gov.in","8022866200","Rs. 85 per head","09:00 AM - 06:00 PM",""
"District Science Center","Municipal Garden, Tank Bund Road, Halbarga, Bramhapur, Kalaburagi - 585101","Karnataka","The Museum displays the exhibits related to Science and Technology","Science Museum","1984","https://districtsciencecentrekalaburagi","8472220608","Adults: Rs. 2 per head and Students: Rs. 1 per head","10:30 AM - 06:00 PM",""
"Dharwad Regional Science Center","Pavate Nagar, Karnataka University Campus, Dharwad - 580003","Karnataka","The Museum houses exhibits related to Science and Technology","Science Museum","","https://www.dharwadsciencecentre.org","8362215482","Adults: Rs. 30 per head and Students: Rs.10 per head","10:00 AM - 05:30 PM",""
"Pilikula Regional Science Center","Pilikula, Mudushedde – Post, Mangaluru - 575028","Karnataka","The Museum houses 3 exhibition galleries, a temporary exhibition hall, an infl atable dome planetarium, science demonstration area and an activity area","Science Museum","2014","https://pilikularsc.com","8242263565","Adults: Rs. 30 per head and Students: Rs. 20 per head","10:00 AM - 05:30 PM",""
"HAL Heritage and Aerospace Museum","Police Station, HAL Old Airport Road, Marathahalli, Bengaluru - 560037","Karnataka","The Museum has photos of officers from 1940 - 2010.","Thematic Museum","2001","","8022318341","Adults: Rs. 25 per head and Children: Rs. 15 per head","09:00 AM - 05:00 PM",""
"Railway Museum Mysore","KRS Road, Opposite CFTRI, Medar Block, Yadavagiri, Mysuru - 570005","Karnataka","The Museum exhibits outdoor objects such as vintage locomotives. It displays photos and paintings gallery that shows how India’s railways have grown. Additionally, the Museum has a battery-operated children’s mini train that provides a brief excursion through the Museum’s grounds","Thematic Museum","1979","https://mysururailmuseum.com","8212866955","Adults: Rs. 20 per head and Children: Rs.10 per head","09:30 AM - 05:30 PM",""
"Indian Music Experience Museum","Brigade Millennium Rd, JP Nagar 7th Phase, Bengaluru - 560078","Karnataka","The Museum displays varieties of musical instruments and artefact s which shows different styles of music going from customary to society, pop, Bollywood and contemporary. Through computerised audio-visual touch screens, one can explore stories about various songs and music from every genre in very artistic and tasteful galleries","Specialized Museum","2019","https://indianmusicexperience.org","9686602366","Weekdays - Adults: Rs. 150 per head, Student & Senior citizen: Rs.100 per head, Weekends - Adults: Rs. 250 per head, Student & Senior citizen: Rs. 150 per head","10:00 AM - 06:00 PM and Saturday - Sunday: 11:00 AM - 07:00 PM (Closed on Mondays)",""
